id,short_desc_processed,product,component,reporter,bug_status,resolution,priority,bug_severity,version,short_desc,opendate,dup_list,root_id,disc_id
545,patch tag dependent body content processing,Tomcat 3,Jasper,bonevich,RESO,LATE,P1,maj,3.2.1,[PATCH] TAGDEPENDENT body content processing not implemented,2/7/2001,,,
546,patch tag dependent body content processing,Tomcat 4,Jasper,bonevich,RESO,FIXE,P1,maj,4.0 B,[PATCH] TAGDEPENDENT body content processing not implemented,2/7/2001,,,
548,dom parser namespace feature default true,Xerces-J,Core,robert.onslow,CLOS,FIXE,P1,nor,unspe,DOMParser namespaces feature defaults to true,2/8/2001,,,
549,null pointer exception resolve external,Xerces-J,Core,blais,RESO,DUPL,P1,nor,unspe,NullPointerException when resolving external entities,2/8/2001,,4026.0,549.0
550,tar task change mode executable,Ant,Core tas,anthony,CLOS,FIXE,P1,nor,1.3,the tar task change the mode of the executables files,2/8/2001,,,
551,exec task accept,Ant,Core tas,anthony,CLOS,WONT,P1,nor,1.3,the exec task doesn't accept '*' and '?' in its arguments,2/8/2001,,,
552,compress task ignore directory,Ant,Core tas,anthony,RESO,FIXE,P1,nor,1.3,the compress task ignores the empty directories,2/8/2001,,,
553,bug html layout,Log4j -,Layout,amc1,RESO,FIXE,P5,nor,1,Bug in HTMLLayout,2/8/2001,,,
554,infinite loop view port width heigh,Batik -,Bridge,vincent.hardy,RESO,FIXE,P1,nor,1.0 B,Infinite loop if % on viewport width and height in SVG element,2/8/2001,,,
555,type stroke dash array,Tomcat 3,Unknown,vincent.hardy,RESO,FIXE,P1,nor,3.1 F,Type of stroke-dasharray,2/8/2001,,,
556,create initial context,Tomcat 4,Catalina,dcernahoschi,RESO,FIXE,P1,nor,4.0 B,can't create Initial Context,2/9/2001,,,
557,java lang illegal argument exception width,Batik -,GVT Filt,tkormann,RESO,FIXE,P3,maj,1.0 B,java.lang.IllegalArgumentException Width (0) and height (0) must be > 0,2/9/2001,,,
559,error tag,Taglibs,Unknown,lee.ball,CLOS,INVA,P1,nor,unspe,Error when using ForTag,2/9/2001,,,
560,batik css conformance bug element attribute,Batik -,SVG DOM,mhartle,RESO,FIXE,P1,nor,1.0 B,Batik CSS2 Conformance bug: element[attribute] does not work,2/9/2001,,,
561,org apache jasper jasper exception unable,Tomcat 3,Jasper,cvoelker,RESO,WONT,P1,nor,3.2.1,org.apache.jasper.JasperException: Unable to compile class for JSPerror: Can't write:,2/9/2001,,,
562,ant fail start win jvm directory,Ant,Core,ehsforward,RESO,FIXE,P1,nor,1.3,Ant fails to start win JVM is in a directory with spaces,2/9/2001,,,
563,jsp translator treat close tag,Tomcat 3,Jasper,bschneid,RESO,LATE,P5,nor,3.2 F,jsp translator treats %> as closing tag even when on a one-line comment,2/9/2001,,,
564,zip jar task hang target file clu,Ant,Core tas,ehsforward,CLOS,FIXE,P5,nor,1.3,Zip/Jar tasks hangs when target file is included in zip,2/9/2001,,,
565,add error printout raster ize,Batik -,SVG Rast,vincent.hardy,CLOS,FIXE,P1,nor,1.0 B,Add error printouts to rasterizer,2/9/2001,,,
566,add support overflow clip path,Batik -,Bridge,vincent.hardy,CLOS,FIXE,P1,nor,1.0 B,Add support for overflow on clip-path,2/9/2001,,,
567,access interceptor incorrectly match path,Tomcat 3,Webapps,akerr,RESO,FIXE,P1,nor,3.2.1,AccessInterceptor incorrectly matches paths,2/9/2001,,,
569,fully qualified class category na,Log4j -,Configur,vincent,CLOS,INVA,P1,cri,1,fully qualified class name used as category name causes jvm to not load class,2/9/2001,,,
570,session expiry standard manager incorrectly,Tomcat 3,Servlet,murthy,RESO,FIXE,P1,nor,3.2.1,Session expiry -- StandardManager incorrectly uses getLastAccessedTime,2/9/2001,,,
571,unresolved symbol mod jk,Tomcat 3,Unknown,brightice,RESO,WONT,P1,cri,3.2.1,unresolved symbols in mod_jk,2/11/2001,,,
572,invalid regular expression cause null pointer,Xerces-J,Schema-D,jjc,RESO,FIXE,P1,nor,unspe,Invalid regular expression causes NullPointerException,2/11/2001,,,
573,java security sealing exception,Tomcat 4,Catalina,Jean-Francois.Lamy,RESO,FIXE,P1,nor,4.0 B,Java Security: sealing exception,2/11/2001,,,
574,spc fail systematically stack ex,Tomcat 4,Jasper,Jean-Francois.Lamy,RESO,FIXE,P1,nor,4.0 B,JSPC fails systematically with empty stack exception,2/11/2001,,,
575,ant optional task compile,Ant,Optional,ck,CLOS,FIXE,P1,blo,1.2,Ant1.2's optional tasks does not compile against JUnit 3.5,2/11/2001,,,
576,optional ejb jar create valid jar file,Ant,Optional,fern,CLOS,FIXE,P1,nor,1.3,"optional ejbjar does not create valid jar files, missing manifest",2/11/2001,,,
578,cookie session tracking fail wi,Tomcat 3,Unknown,sgala,RESO,FIXE,P1,nor,3.2.1,no cookies session tracking fails when used with SSL,2/12/2001,[269],578.0,266.0
579,bug xp,Xerces-J,JAXP,fstengel,CLOS,WORK,P1,cri,unspe,Bug in JAXP,2/12/2001,,,
580,user agent mozilla en hang time,Tomcat 4,Webapps:,janis,RESO,INVA,P1,nor,4.0 B,"User agent (Mozilla/4.75 [en]) hangs (no timeout, need to be killed) then accessing a page in the Tomcat context",2/12/2001,,,
581,tomcat unable use fes lib directory,Tomcat 4,Webapps:,matthew,RESO,INVA,P3,maj,4.0 B,Tomcat unable to use FESI in lib directory of web application,2/12/2001,,,
589,create main tan session tomcat,Tomcat 3,Servlet,purvang,RESO,WORK,P1,blo,3.2.1,Creating & Maintanin Sessions using Tomcat 3.2.1,2/13/2001,,,
592,tomcat crash day,Tomcat 3,Auth,rainitin,RESO,WONT,P1,cri,3.1 F,tomcat crashes on its own after few days,2/13/2001,,,
593,avoid static ref rence sax parser ga,Xerces-J,SAX,nicolas.bodin,ASSI,---,P5,enh,unspe,Avoid using static refrences in SAX Parser. Garbage collection.,2/13/2001,,,
594,wrong user password error basic,Tomcat 3,Auth,dima,RESO,WORK,P3,maj,3.2.1,"""Wrong  user/password"" error while using BASIC auth-method",2/13/2001,,,
595,request dispatcher forwards datum static,Tomcat 4,Catalina,bryan.basham,RESO,WORK,P3,maj,Night,RequestDispatcher forwards no data for static pages,2/13/2001,,,
598,execute properly change drive win,Ant,Core,d.rees.l,CLOS,FIXE,P1,nor,1.3,Execute does not properly change drive for Windows,2/13/2001,,,
602,import node import un expand attribute,Xerces-J,DOM,cjtc,RESO,FIXE,P1,maj,unspe,importNode does not import unexpanded attributes,2/14/2001,,,
603,style task support absolute path,Ant,Core tas,ernst,RESO,FIXE,P3,nor,1.3,The <style> task does not support absolute paths,2/14/2001,,,
604,description vs label task miss,Ant,Document,phillip.wells,CLOS,FIXE,P1,nor,1.3,Description of VSS label task missing,2/14/2001,,,
605,notation declaration cause pe string pool,Xerces-J,Core,pkuzel,RESO,INVA,P3,cri,unspe,Notation declaration causes NPE in StringPool,2/14/2001,,,
606,static initialize class run,Tomcat 3,Unknown,gmoriak,RESO,INVA,P1,nor,3.2.1,The static initializer on a class is running twice,2/14/2001,,,
607,order consider build target,Ant,Build Pr,sik,CLOS,WORK,P1,maj,1.2,Order not considered in build targets,2/14/2001,,,
609,class path set correctly,Ant,Core,cmeyer,CLOS,WORK,P1,nor,1.2,Classpath not being set correctly,2/14/2001,,,
610,bug default page tomcat readme file,Tomcat 3,Unknown,ramonchu,RESO,FIXE,P5,min,3.2.1,Bugs in default page of Tomcat and README file,2/14/2001,,,
611,arm work,Tomcat 3,Config,match,RESO,INVA,P1,cri,3.2.1,Init Parms does not work.,2/14/2001,,,
612,serve return jsp,Tomcat 3,Unknown,match,RESO,INVA,P1,maj,3.2.1,getServetName always returns jsp,2/14/2001,,,
613,use de st dir java,Ant,Build Pr,dterrian,CLOS,INVA,P5,min,unspe,Use of DESTDIR with JAVAC,2/14/2001,,,
617,small error install document,Log4j -,Other,Jesper.de.Jong,RESO,FIXE,P5,min,1,Small error in INSTALL document,2/15/2001,,,
618,error process jsp use xml syntax,Tomcat 4,Jasper,aboyett,RESO,FIXE,P1,nor,4.0 M,Error Processing JSPs that use XML Syntax from JSP 1.2 Spec,2/15/2001,,,
619,local attribute declaration,Xerces-J,Schema-S,huffmanm,CLOS,FIXE,P5,nor,unspe,local attribute declaration must have name= or ref=,2/15/2001,,,
620,stop tomcat default local host,Tomcat 3,Connecto,pcantrell,RESO,FIXE,P3,nor,3.2.1,StopTomcat defaults to localhost,2/15/2001,,,
621,mod jk jp jsp set content type,Tomcat 3,Connecto,drees,CLOS,LATE,P1,nor,3.2.1,"mod_jk, ajp12 and jsp can't set contentType",2/15/2001,,,
622,java doc task fail attribute se,Ant,Core tas,skip,RESO,DUPL,P1,min,1.3,Javadoc task fails if 'bottom' attribute is set to empty string,2/15/2001,,5906.0,622.0
623,infinite loop org apache xe rce utils uri,Xerces-J,Core,paul.houghton,RESO,FIXE,P1,maj,unspe,Infinite Loop in org/apache/xerces/utils/URI.java V1.7.0 - the fix cause new bug,2/15/2001,,,
624,copy command remove exist file fo,Ant,Core tas,ederksen,RESO,FIXE,P1,nor,1.2,copy commands should remove existing file before copying content,2/15/2001,,,
625,fail handle external entity,Ant,Core,david,CLOS,FIXE,P1,maj,1.3,Fail to handle the external entity...,2/15/2001,,,
626,negative number shift slightly,Fop - No,pdf,claes.randstrom,CLOS,WORK,P3,nor,0.15,Negative number are shifted slightly towards left.,2/16/2001,,,
627,context real path filename fail,Tomcat 3,Servlet,eison,RESO,WONT,P5,min,3.2 F,"Context.getRealPath(""..filename"") fails",2/16/2001,,,
628,tomcat bat miss class path parameter,Tomcat 3,Config,davidm,RESO,INVA,P1,nor,3.2.1,Tomcat.bat missing -classpath parameter,2/16/2001,,,
629,schema validator correctly handle mixe,Xerces-J,Schema-S,todd.schwartz,RESO,FIXE,P1,nor,1.3.0,Schema validator doesn't correctly handle mixed content with wildcard child,2/16/2001,,,
630,class loader java specified class pa,Ant,Core tas,kelly,CLOS,FIXE,P3,maj,1.3,Class loader for <java> with specified classpath incorrectly uses system classpath,2/16/2001,,,
631,request dispatcher include output wrong,Tomcat 3,Unknown,wille,RESO,LATE,P1,nor,3.2.1,RequestDispatcher.include output is in wrong order,2/16/2001,,,
632,property handling overflow clip proper,Batik -,Bridge,vincent.hardy,CLOS,FIXE,P1,nor,1.0 B,Property handling of the overflow/clip property on pattern,2/16/2001,,,
633,sax dtd parse report incorrect content,Xerces-J,SAX,gmessner,RESO,INVA,P5,min,1.3.1,SAX 2.0 DTD Parsing report incorrect content models,2/17/2001,,,
634,tag begin generator convert string object class,Tomcat 3,Jasper,jb,RESO,LATE,P1,nor,3.2.1,TagBeginGenerator.convertString(Object.class...),2/17/2001,,,
635,support attribute fo page sequence,Fop - No,general,ondrap,CLOS,FIXE,P1,nor,0.20.,Doesn't support id= attribute in fo:page-sequence,2/18/2001,"[1231, 6455, 7146, 18576]",635.0,635.0
636,build ant source,Ant,Build Pr,kiwican_dub,CLOS,WORK,P1,blo,1.2,Cannot Build Ant from Source,2/19/2001,,,
637,mod jk conf auto generating pr pr,Tomcat 3,Config,noam,CLOS,LATE,P5,min,3.2.1,mod_jk.conf-auto generating jpr12 and not jpr13,2/19/2001,,,
638,custom tags rt expr value tri,Tomcat 3,Jasper,akerr,RESO,INVA,P1,nor,3.2.1,Custom tags can't be used in rtexprvalue attributes,2/19/2001,,,
639,jun test runner mask exception,Ant,Optional,dem,CLOS,FIXE,P1,nor,1.5,JUnitTestRunner masks exceptions,2/19/2001,,,
641,occasional pe xe rce,Xerces-J,DOM,neeme.praks,RESO,WORK,P3,nor,1.3.0,occasional NPE from Xerces 1.3.0,2/19/2001,,,
643,context admin jsp error view context,Tomcat 3,Webapps,afm229,RESO,INVA,P3,nor,3.2.x,"ContextAdmin.jsp error when ""View All Contexts"" is clicked",2/19/2001,,,
644,java ser let error exception attribute wrong,Tomcat 4,Catalina,b_basham,RESO,FIXE,P1,maj,4.0 B,javax.servlet.error.exception attribute is wrong,2/19/2001,,,
645,xsl failure jun test case test suite,Ant,Optional,patrick.stdennis,RESO,INVA,P1,maj,1.3,XSL Failure on JUnit TestCase/TestSuite,2/19/2001,,,
646,add method restrict access ip address,Tomcat 4,Unknown,jemiller,RESO,INVA,P1,nor,4.0 B,Add method to restrict access via IP addresses,2/19/2001,,,
647,method require strong ssl encryption,Tomcat 4,Unknown,jemiller,RESO,INVA,P1,nor,4.0 B,Method to require strong SSL encryption,2/19/2001,,,
649,custom document mpl result null point,Xerces-J,DOM,petermeyer99,RESO,FIXE,P1,nor,unspe,Using custom DocumentImpl results in NullPointerException,2/19/2001,,,
650,java doc task seperate content,Ant,Core tas,oliver.wieland,CLOS,FIXE,P1,min,1.2,javadoc task doesn't seperate the contents of additionalparam,2/20/2001,,,
651,fm reader throw exception scheme find,Fop - No,general,chris.warry,CLOS,FIXE,P1,nor,0.17,PFMReader throws Exception: No scheme found in URI: charlist.xml,2/20/2001,,,
652,problem compile new tt fs tt ff,Fop - No,general,chris.warry,CLOS,FIXE,P1,min,0.17,Problem compiling with new TTFs because ttffont-file.xsl not found,2/20/2001,,,
657,nt event log append er problem event cate,Log4j -,Appender,kkocan,RESO,FIXE,P3,min,1,NTEventLogAppender has problem with Event Categories,2/20/2001,,,
658,link specification break,Fop - No,document,alex,CLOS,INVA,P3,nor,all,the link to specifications is broken,2/20/2001,,,
659,nt event log append er configured,Log4j -,Appender,kkocan,RESO,FIXE,P3,nor,1,NTEventLogAppender cannot be configured using Property File,2/20/2001,,,
660,bad context authentication form page,Tomcat 4,Catalina,vicente,RESO,WONT,P1,maj,4.0 B,Bad context on Authentication Form Page,2/21/2001,,,
662,tomcat deliver jsp source code http client,Tomcat 3,Unknown,wille,RESO,DUPL,P1,maj,3.2.1,Tomcat delivers JSP source code to HTTP client,2/21/2001,,367.0,367.0
663,appear text field trans,XalanJ1,Xalan,joe.kotschevar,RESO,INVA,P1,blo,1.x,"When an ""&"" appears in a text field the transformation fails.",2/21/2001,,,
664,basic link content whe,Fop - No,general,robert.a.breidecker,CLOS,FIXE,P1,nor,all,"Basic-Link does not move with its content, when using absolute postitioned block containers",2/21/2001,,,
666,xml schema validation,Xerces-J,Schema-S,eisenrei,RESO,INVA,P1,nor,unspe,XML Schema Validation,2/21/2001,,,
667,get socket write error code tomcat,Tomcat 3,Servlet,jfan,RESO,LATE,P3,nor,3.2.1,Got socket write error (code=10053) on Tomcat console while pointing IE5 to the image URL,2/21/2001,[846],667.0,667.0
669,malformed uri error certain uri scheme,Xerces-J,Schema-D,nddelima,RESO,FIXE,P3,nor,unspe,Malformed URI error for certain URI schemes,2/21/2001,,,
673,memory leak validate parser cause,Xerces-J,Core,i.wright,RESO,WORK,P1,cri,unspe,Memory leak in validating parser causes out of memory error,2/22/2001,,,
674,request querystring return incorrect datum,Tomcat 3,Connecto,amcfarre,CLOS,LATE,P1,maj,3.2.1,"request.getQueryString returns incorrect data using mod_jk and apache, works using Tomcat's HttpConnectionHandler",2/22/2001,,,
675,java task accept,Ant,Core tas,jamie.lawrence,RESO,INVA,P1,nor,1.2,Using the Javac task doesn't seem to accept <include> tags,2/22/2001,,,
679,happen bug,Tomcat 3,Webapps,lists,RESO,DUPL,P3,maj,3.2.1,'this can not happen' bug.,2/22/2001,,296.0,296.0
680,jun task compatible jun,Ant,Optional,jwortmann,CLOS,FIXE,P1,enh,1.2,JUnit task not compatible w/ JUnit 3.5,2/22/2001,,,
682,list display correctly,Fop - No,pdf,ondrap,CLOS,FIXE,P1,nor,0.17,Lists do not display correctly,2/22/2001,,,
684,border width table add,Fop - No,general,fotis.jannidis,CLOS,FIXE,P1,nor,all,border width in tables adds up,2/23/2001,,,
686,jun report work,Ant,Optional,phillip.wells,CLOS,FIXE,P1,maj,1.3,JUnitReport does not work,2/23/2001,,,
687,jsp extent ion taking pre cide ce th,Tomcat 3,Connecto,jason.skipper,RESO,FIXE,P3,nor,3.2.1,the *.jsp extention is taking precidence of the /servlet/MyServletName,2/23/2001,,,
688,depend task documentation,Ant,Document,Kevin.Duggins,CLOS,FIXE,P1,nor,1.3,Depend task not in documentation,2/23/2001,,,
690,version import node inter document,Xerces-J,Core,Z.Miklos,RESO,FIXE,P1,nor,unspe,Version 1.3.0: importNode (interf Document) does not copy the Attribute Values,2/23/2001,,,
691,display incorrect character jsp compile error,Tomcat 3,Encoding,kare,RESO,FIXE,P1,nor,3.2.1,Display incorrect character jsp compile error,2/23/2001,,,
693,ftp task ant work,Ant,Optional,jason.oglesby,CLOS,INVA,P1,maj,1.2,ftp task in ant does not work,2/23/2001,,,
696,xe rce xal zip file problem,Xerces-J,Build,eclectic2_2000,RESO,WORK,P1,maj,1.3.0,Xerces & Xalan Zip file problem.,2/24/2001,,,
698,permission problem build ant,Ant,Build Pr,weiqigao,RESO,FIXE,P1,blo,unspe,Permission problems when building Ant,2/24/2001,,,
699,style xp dependency,Ant,Core tas,jeff,RESO,WONT,P3,nor,1.5,<style> has JAXP 1.1 dependency,2/25/2001,,,
701,tag begin generator generate setter throw nul,Tomcat 3,Jasper,bZ,RESO,FIXE,P5,min,3.2.1,TagBeginGenerator.generateSetters() throws NullPointerException when setter method not found,2/25/2001,,,
703,url pattern bug jsp level ser let,Tomcat 3,Webapps,ksm,RESO,INVA,P1,blo,3.2.1,url-pattern bug with JSPs and top level servlets,2/25/2001,,,
709,parse xml exactly kb size,Xerces-J,Core,michael.manning,RESO,FIXE,P1,nor,1.3.0,Cannot parse XML of exactly 16Kb in size (perhaps multiples thereof),2/26/2001,,,
710,custom document mpl parser runtime,Xerces-J,DOM,osheajohn,RESO,INVA,P1,nor,1.3.0,Custom DocumentImpl not used by parser at runtime,2/26/2001,,,
711,xsl tag lib error xslt extension,Taglibs,Unknown,rmote,CLOS,WONT,P1,nor,unspe,XSL Taglib - errors on XSLT Extensions,2/26/2001,,,
712,code walk pattern bridge,Batik -,Bridge,vincent.hardy,CLOS,FIXE,P1,nor,1.0 B,Code walk-through of Pattern Bridge,2/26/2001,,,
715,encoding reject allow java,Xerces-J,Core,nboyd,NEW,---,P3,nor,1.3.0,encoding 8859_1 rejected even with allow-java-encodings,2/26/2001,,,
719,incorrect validation content model mix,Xerces-J,Schema-S,mhuffman,CLOS,FIXE,P3,nor,1.3.0,"incorrect validation of content model when mixed=""true""",2/26/2001,,,
720,schema constraint voila tion report th,Xerces-J,Schema-S,nddelima,CLOS,FIXE,P1,nor,1.3.0,Schema constraint voilation not reported by the parser,2/26/2001,,,
723,session recycling problem,Tomcat 3,Unknown,wbarker,RESO,FIXE,P1,nor,Unkno,Session recycling problem in 3.3M1,2/26/2001,[990],723.0,723.0
724,tomcat deadlock extreme system load,Tomcat 3,Connecto,peter.mezey,RESO,DUPL,P1,nor,3.2.1,Tomcat deadlocks under extreme system load,2/26/2001,,725.0,724.0
725,tomcat deadlock extreme system load,Tomcat 3,Connecto,peter.mezey,CLOS,LATE,P1,nor,3.2.1,Tomcat deadlocks under extreme system load,2/26/2001,[724],725.0,724.0
726,windows char set support,Xerces-J,Core,krumpo,RESO,INVA,P3,nor,1.3.0,windows charsets support,2/27/2001,,,
727,tomcat lose connection database wh,Tomcat 3,Auth,andre.gommlich,RESO,DUPL,P3,blo,3.2.1,Tomcat loses the connection to the database where the user are stored,2/27/2001,,2149.0,727.0
728,race condition simple pool cause null pointe,Tomcat 3,Unknown,lindsay,RESO,FIXE,P1,maj,3.2.1,Race condition in SimplePool causes NullPointerException in HttpConnectionHandler.processConnection,2/27/2001,,,
729,problem run soap tomcat xe rce,Xerces-J,Other,fteti,RESO,INVA,P1,nor,1.2.3,Problem running SOAP with Tomcat with Xerces,2/27/2001,,,
730,null pointer exception array index bind,Xerces-J,Core,jo2847,NEW,---,P1,nor,1.3.0,NullPointerExceptions and ArrayIndexOutOfBoundsExceptions used for normal program control,2/27/2001,,,
731,null session set request,Tomcat 3,Servlet,sven,RESO,FIXE,P1,nor,3.2.1,>NULL< Sessions are set into request,2/27/2001,,,
734,filter doc example mislead usage,Ant,Document,ehsforward,CLOS,FIXE,P1,nor,1.3,Filter doc example misleading for usage,2/27/2001,,,
735,arg tag remove valid quote line parameter,Ant,Core tas,cholmes,RESO,WORK,P1,nor,1.3,arg tag removes valid quotes from line parameters,2/27/2001,,,
